point_id,campaign,source_family,scale,parameters,T,H,S,mu,arm,convention,M,law_factor_1_minus_mu_times_M,eta_star,eta_ci_low,eta_ci_high,se_log_eta,fit_status,n_seeds,bootstrap_replicates,bootstrap_invalid,noise_eligible,exploratory,dependence_group,source_file,source_sha256,ci_method,note,eta0_hat_primary,q_hat_primary,eta_pred_primary,normalized_rate,normalized_ci_low,normalized_ci_high,fitted_curve_q_to_T,residual_log,residual_bits,residual_ci_low_bits,residual_ci_high_bits,ci_covers_primary_prediction,standardized_residual_primary
TP-pilot:135M:T5:mu0.8:raw:H512:S2560,TP-pilot,two_parameter_master,135M,135000000,5,512,2560,0.8,raw,nesterov_raw,3.68928,0.7378559999999998,0.013501369940349998,0.01329805016278891,0.013762949215939778,0.008766161568632655,INTERIOR,2,10000,0,True,True,pilot:T5:H512:S2560:mu0.8,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.021730351484301958,0.5836641999549256,0.5748746863107916,0.5949722716014639,0.9394030583459176,-0.4759188118500455,-0.6866057097218282,-0.7084967851035078,-0.6589218566062158,False,-54.290444925518216
TP-pilot:135M:T5:mu0.95:raw:H512:S2560,TP-pilot,two_parameter_master,135M,135000000,5,512,2560,0.95,raw,nesterov_raw,5.298162187499999,0.2649081093750002,0.010211709677104287,0.010083245372657954,0.010390570224139091,0.0076592002351523365,INTERIOR,2,10000,0,True,True,pilot:T5:H512:S2560:mu0.95,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.007801720563037588,1.2295891943452775,1.2141208422670304,1.2511257443337456,0.9394030583459176,0.269190775017615,0.38836019617096984,0.3700958255584676,0.4134105991947165,False,35.14606835608613
TP-pilot:135M:T10:mu0:raw:H512:S5120,TP-pilot,two_parameter_master,135M,135000000,10,512,5120,0.0,raw,mu0,1.0,1.0,0.030915581780415195,0.030004269801964727,0.03180867417956082,0.014898061323152356,INTERIOR,2,10000,0,True,True,pilot:T10:H512:S5120:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.027666046821175162,0.9861301917375678,0.9570616054685103,1.0146176187271112,0.8824781060296635,0.11105440671971456,0.16021764184339818,0.1170513070220935,0.20130372685956432,False,7.454285783287137
TP-pilot:135M:T10:mu0.9:raw:H512:S5120,TP-pilot,two_parameter_master,135M,135000000,10,512,5120,0.9,raw,nesterov_raw,6.861894039100001,0.6861894039099999,0.005208472183426174,0.005175751956595422,0.005243815325303236,0.003332896621185298,INTERIOR,2,10000,0,True,True,pilot:T10:H512:S5120:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018984148176768332,0.2421158234196082,0.24059482371324273,0.2437587493288663,0.8824781060296635,-1.2933177586363773,-1.865863116678331,-1.8749548821441337,-1.8561064830597103,False,-388.0461669334427
TP-v1:135M:T5:mu0:raw:H512:S2560,TP-v1,two_parameter_master,135M,135000000,5,512,2560,0.0,raw,mu0,1.0,1.0,0.04440765882962343,0.04374058350447572,0.04530069630613185,0.008940482628653415,INTERIOR,5,10000,0,True,False,v1:T5:H512:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.029450667182081548,1.416493903537497,1.3952158592501973,1.444979578631471,0.9394030583459176,0.4106953861445244,0.5925081969066832,0.5706721486681559,0.6212329081951907,False,45.936601322649395
TP-v1:135M:T5:mu0.9:raw:H512:S2560,TP-v1,two_parameter_master,135M,135000000,5,512,2560,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.011153409369304366,0.010794535487612628,0.011416142885185351,0.014283008271107402,INTERIOR,5,10000,0,True,False,v1:T5:H512:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.013799375164168947,0.759276905501796,0.7348462904912654,0.7771626913009559,0.9394030583459176,-0.21287808898044647,-0.3071181632860096,-0.3543017808536222,-0.27352764633389803,False,-14.904289414371489
TP-v1:135M:T10:mu0:raw:H256:S2560,TP-v1,two_parameter_master,135M,135000000,10,256,2560,0.0,raw,mu0,1.0,1.0,0.027033408102849998,0.02619079798652554,0.031332041723278,0.04572358098992092,INTERIOR,5,10000,3639,False,False,v1:T10:H256:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.027666046821175162,0.8622985038784337,0.8354213361940968,0.9994142284483528,0.8824781060296635,-0.02313247654741435,-0.03337310919843493,-0.07905649647665974,0.17952227149019573,True,
TP-v1:135M:T10:mu0.5:raw:H256:S2560,TP-v1,two_parameter_master,135M,135000000,10,256,2560,0.5,raw,nesterov_raw,1.9990234375,0.99951171875,0.01465196327222498,0.014339925882964623,0.014885870286245547,0.009532010225638928,INTERIOR,5,10000,0,True,False,v1:T10:H256:S2560:mu0.5,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02765253800925076,0.4675895136194638,0.45763143439386794,0.4750542106628553,0.8824781060296635,-0.63514317608522,-0.9163179103926126,-0.9473743328060266,-0.8934683305413195,False,-66.6326578602308
TP-v1:135M:T40:mu0:raw:H64:S2560,TP-v1,two_parameter_master,135M,135000000,40,64,2560,0.0,raw,mu0,1.0,1.0,0.018741287437424044,0.01815388120917314,0.02137632342690695,0.04168432438763558,INTERIOR,5,10000,0,True,False,v1:T40:H64:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.01901336240177126,0.5978004717926301,0.5790636736108193,0.6818515682268008,0.6064789866808292,-0.014413041861867093,-0.020793624018240687,-0.06673566452123798,0.1690000545612544,True,-0.34576647393479876
TP-v1:135M:T160:mu0:raw:H16:S2560,TP-v1,two_parameter_master,135M,135000000,160,16,2560,0.0,raw,mu0,1.0,1.0,0.02324899146017926,0.022641204282718284,0.023723650934195394,0.011913748416204422,INTERIOR,5,10000,0,True,False,v1:T160:H16:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004241370389579913,0.74158502237391,0.7221981225865376,0.7567254794238921,0.1352891698824849,1.7013753309217492,2.454565752611627,2.4163483160284858,2.4837236685409736,False,142.80772696254292
TP-v1:135M:T160:mu0.5:raw:H16:S2560,TP-v1,two_parameter_master,135M,135000000,160,16,2560,0.5,raw,nesterov_raw,2.0,1.0,0.01166595025460419,0.01148655952072146,0.011807161451522174,0.007022740145898795,INTERIOR,5,10000,0,True,False,v1:T160:H16:S2560:mu0.5,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004241370389579913,0.37211480744837716,0.36639268906625483,0.3766190935291404,0.1352891698824849,1.0117879420736653,1.4597014464609268,1.4373443625865485,1.4770597885300718,False,144.07309982337003
TP-v1:135M:T160:mu0.9:raw:H16:S2560,TP-v1,two_parameter_master,135M,135000000,160,16,2560,0.9,raw,nesterov_raw,9.999999570420036,0.9999999570420033,0.0023866932746286255,0.002358432645415548,0.002408616146616331,0.005371298814194867,INTERIOR,5,10000,0,True,False,v1:T160:H16:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004241370207379138,0.07612958456841339,0.07522814072369968,0.07682886970685675,0.1352891698824849,-0.5749775383262445,-0.8295172431658169,-0.8467020143933067,-0.8163259196149361,False,-107.04627655544631
TP-v2:135M:T5:mu0:raw:H512:S2560,TP-v2,two_parameter_master,135M,135000000,5,512,2560,0.0,raw,mu0,1.0,1.0,0.04429579005615506,0.04358653656023719,0.0451987738033369,0.009265897315912305,INTERIOR,5,10000,0,True,False,v2:T5:H512:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.029450667182081548,1.4129255678091464,1.390302144744111,1.4417285042076595,0.9394030583459176,0.4081730753621784,0.5888692716494119,0.565582252359294,0.6179833167593934,False,44.05111145158318
TP-v2:135M:T5:mu0.9:raw:H512:S2560,TP-v2,two_parameter_master,135M,135000000,5,512,2560,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.010814101576197574,0.010289047516657863,0.011418993408009585,0.026581630243154717,INTERIOR,5,10000,0,True,False,v2:T5:H512:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.013799375164168947,0.7361782669929472,0.7004348087957044,0.7773567428306167,0.9394030583459176,-0.24377232923627856,-0.3516891304951308,-0.4234935087802782,-0.27316746147570226,False,-9.170706499427538
TP-v2:135M:T10:mu0:raw:H256:S2560,TP-v2,two_parameter_master,135M,135000000,10,256,2560,0.0,raw,mu0,1.0,1.0,0.027053183469649595,0.021009373571071407,0.030768673068713382,0.09733045315204923,INTERIOR,5,10000,39,False,False,v2:T10:H256:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.027666046821175162,0.862929288910793,0.6701467801926189,0.9814441691012348,0.8824781060296635,-0.022401228113898775,-0.03231814070974419,-0.39708336682528533,0.1533457141178826,True,
TP-v2:135M:T40:mu0:raw:H64:S2560,TP-v2,two_parameter_master,135M,135000000,40,64,2560,0.0,raw,mu0,1.0,1.0,0.019635295360083772,0.016636389056799882,0.021033167845996962,0.05982462096011608,INTERIOR,5,10000,4,False,False,v2:T40:H64:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.01901336240177126,0.6263171017059587,0.530659446971679,0.6709057584017709,0.6064789866808292,0.03218671416552876,0.0464356129091189,-0.192671357513914,0.14565246680249233,True,
TP-v2:135M:T40:mu0.9:raw:H64:S2560,TP-v2,two_parameter_master,135M,135000000,40,64,2560,0.9,raw,nesterov_raw,9.86697205352709,0.9866972053527089,0.0019565651798951022,0.0019319775202527576,0.0019838089991986367,0.006753857119136893,INTERIOR,5,10000,0,True,False,v2:T40:H64:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018760431546185972,0.06325097931550618,0.06245612025973068,0.06413170553354898,0.6064789866808292,-2.260559470189356,-3.2612979372767668,-3.27954280180795,-3.2413479794628772,False,-334.7064396408557
TP-v2:135M:T160:mu0:raw:H16:S2560,TP-v2,two_parameter_master,135M,135000000,160,16,2560,0.0,raw,mu0,1.0,1.0,0.02306165614323191,0.022907057637438166,0.023287460885579585,0.004201607675393279,INTERIOR,5,10000,0,True,False,v2:T160:H16:S2560:mu0,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004241370389579913,0.7356094915450664,0.7306781835967455,0.7428121013955991,0.1352891698824849,1.6932849090219961,2.4428937410581533,2.433189778506251,2.456950965024489,False,403.00880992262114
TP-v2:135M:T160:mu0.9:raw:H16:S2560,TP-v2,two_parameter_master,135M,135000000,160,16,2560,0.9,raw,nesterov_raw,9.999999570420036,0.9999999570420033,0.002390097905974249,0.0023765565772580293,0.0024039693676156863,0.0029257299292036972,INTERIOR,5,10000,0,True,False,v2:T160:H16:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.004241370207379138,0.07623818384788772,0.07580624911181212,0.07668064900390305,0.1352891698824849,-0.573552049208792,-0.827460697085227,-0.8356576664310855,-0.8191119011144093,False,-196.03724987866428
TP-v3:135M:T2:mu0:corrected:H512:S1024,TP-v3,two_parameter_master,135M,135000000,2,512,1024,0.0,corrected,mu0,1.0,1.0,0.07766526318797157,0.07565911329028183,0.07992790927895596,0.014002092731150596,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T2:H512:S1024,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.03057623136753704,2.477328792415644,2.413337598676688,2.549501576980552,0.9753057573117614,0.9321851397583929,1.3448588783198188,1.3071032681779213,1.3862887521009042,False,66.57470120052493
TP-v3:135M:T2:mu0:raw:H512:S1024,TP-v3,two_parameter_master,135M,135000000,2,512,1024,0.0,raw,mu0,1.0,1.0,0.07766526318797157,0.07565911329028183,0.07992790927895596,0.014002092731150596,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T2:H512:S1024,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.03057623136753704,2.477328792415644,2.413337598676688,2.549501576980552,0.9753057573117614,0.9321851397583929,1.3448588783198188,1.3071032681779213,1.3862887521009042,False,66.57470120052493
TP-v3:135M:T2:mu0.9:corrected:H512:S1024,TP-v3,two_parameter_master,135M,135000000,2,512,1024,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0074190960273494665,0.007321753265456013,0.007504537850219824,0.006290439016588746,INTERIOR,5,10000,0,True,False,v3:T2:H512:S1024:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0030576231367537036,2.366507167788224,2.3354572470291504,2.393760984898316,0.9753057573117614,0.8864193591185852,1.278832813548356,1.2597785571113815,1.2953526293004927,False,140.91534100894648
TP-v3:135M:T2:mu0.9:raw:H512:S1024,TP-v3,two_parameter_master,135M,135000000,2,512,1024,0.9,raw,nesterov_raw,2.7099999999999995,0.2709999999999999,0.03236670747670132,0.03175358499995223,0.03309868702242877,0.010583863422648747,INTERIOR,5,10000,0,True,False,v3:T2:H512:S1024:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.008286158700602536,3.809658647372633,3.737492291028631,3.895814837590245,0.9753057573117614,1.3625438511621843,1.9657352570654334,1.9381441253662506,1.9979986316167841,False,128.73785278128526
TP-v3:135M:T5:mu0:corrected:H512:S2560,TP-v3,two_parameter_master,135M,135000000,5,512,2560,0.0,corrected,mu0,1.0,1.0,0.04368465066903625,0.043217304182502185,0.044122600384647485,0.00528865757050717,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T5:H512:S2560,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.029450667182081548,1.3934317408684662,1.378524549936492,1.4074012478987596,0.9394030583459176,0.3942802325491046,0.5688261362191405,0.5533087647231586,0.5832175017287263,False,74.55204412322995
TP-v3:135M:T5:mu0:raw:H512:S2560,TP-v3,two_parameter_master,135M,135000000,5,512,2560,0.0,raw,mu0,1.0,1.0,0.04368465066903625,0.043217304182502185,0.044122600384647485,0.00528865757050717,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T5:H512:S2560,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.029450667182081548,1.3934317408684662,1.378524549936492,1.4074012478987596,0.9394030583459176,0.3942802325491046,0.5688261362191405,0.5533087647231586,0.5832175017287263,False,74.55204412322995
TP-v3:135M:T5:mu0.9:corrected:H512:S2560,TP-v3,two_parameter_master,135M,135000000,5,512,2560,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0037635069323807826,0.0037009904179706936,0.003826021602977354,0.008475934573921368,INTERIOR,5,10000,0,True,False,v3:T5:H512:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.002945066718208154,1.2004651373520052,1.1805239236365834,1.2204057629367584,0.9394030583459176,0.24521974590786888,0.3537773113493341,0.3296110828751357,0.37754470207209656,False,28.931292917521734
TP-v3:135M:T5:mu0.9:raw:H512:S2560,TP-v3,two_parameter_master,135M,135000000,5,512,2560,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.011213071024992464,0.010980028499783506,0.011509975640344762,0.012024729797611234,INTERIOR,5,10000,0,True,False,v3:T5:H512:S2560:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.013799375164168947,0.7633384185161612,0.7474738697013429,0.7835504281456396,0.9394030583459176,-0.20754315955559788,-0.29942148706128796,-0.3297211442279393,-0.26171816307722756,False,-17.259694234196203
TP-v3:135M:T10:mu0:corrected:H512:S5120,TP-v3,two_parameter_master,135M,135000000,10,512,5120,0.0,corrected,mu0,1.0,1.0,0.03225158464590506,0.031921217934271884,0.03263244405798116,0.00562155286017385,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T10:H512:S5120,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.027666046821175162,1.0287453613716087,1.0182074846788622,1.040893829665794,0.8824781060296635,0.15336126351816226,0.2212535343421182,0.20639918458602366,0.2381905312210288,False,27.28094306551081
TP-v3:135M:T10:mu0:raw:H512:S5120,TP-v3,two_parameter_master,135M,135000000,10,512,5120,0.0,raw,mu0,1.0,1.0,0.03225158464590506,0.031921217934271884,0.03263244405798116,0.00562155286017385,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T10:H512:S5120,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.027666046821175162,1.0287453613716087,1.0182074846788622,1.040893829665794,0.8824781060296635,0.15336126351816226,0.2212535343421182,0.20639918458602366,0.2381905312210288,False,27.28094306551081
TP-v3:135M:T10:mu0.9:corrected:H512:S5120,TP-v3,two_parameter_master,135M,135000000,10,512,5120,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.002412423173519426,0.002370534501361145,0.0024547157165679782,0.008902076610787004,INTERIOR,5,10000,0,True,False,v3:T10:H512:S5120:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0027666046821175154,0.769503010990374,0.7561415660722499,0.7829932806808375,0.8824781060296635,-0.13698911327891716,-0.19763351438327023,-0.2229041225917377,-0.17256055910594484,False,-15.388444659409238
TP-v3:135M:T10:mu0.9:raw:H512:S5120,TP-v3,two_parameter_master,135M,135000000,10,512,5120,0.9,raw,nesterov_raw,6.861894039100001,0.6861894039099999,0.00512263751982993,0.005063916841064906,0.005204064493524694,0.006964334737830491,INTERIOR,5,10000,0,True,False,v3:T10:H512:S5120:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018984148176768332,0.23812579918165994,0.23539616849721615,0.24191093195963823,0.8824781060296635,-1.3099348774493724,-1.8898365515837017,-1.9064696480036294,-1.8670845198656132,False,-188.09188914107816
TP-v3:135M:T20:mu0:corrected:H512:S10240,TP-v3,two_parameter_master,135M,135000000,20,512,10240,0.0,corrected,mu0,1.0,1.0,0.027577613353225165,0.027265598491109204,0.027911578085926016,0.005973530395864806,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T20:H512:S10240,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.02441468060007866,0.8796572982789008,0.8697047999565726,0.8903099428977547,0.778767607621702,0.12181971789506685,0.17574870288970545,0.15933291921015466,0.1931147905494921,False,20.393253205741935
TP-v3:135M:T20:mu0:raw:H512:S10240,TP-v3,two_parameter_master,135M,135000000,20,512,10240,0.0,raw,mu0,1.0,1.0,0.027577613353225165,0.027265598491109204,0.027911578085926016,0.005973530395864806,INTERIOR,5,10000,0,True,False,v3-shared-mu0:T20:H512:S10240,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",A/A-equivalent mu=0 control appears under raw and corrected labels.,0.031350405899186334,0.9875756970034051,0.02441468060007866,0.8796572982789008,0.8697047999565726,0.8903099428977547,0.778767607621702,0.12181971789506685,0.17574870288970545,0.15933291921015466,0.1931147905494921,False,20.393253205741935
TP-v3:135M:T20:mu0.9:corrected:H512:S10240,TP-v3,two_parameter_master,135M,135000000,20,512,10240,0.9,corrected,nesterov_corrected,1.0,0.09999999999999998,0.0014633398831532362,0.00143917253689954,0.001522736450067774,0.01439840005647157,INTERIOR,5,10000,2238,False,False,v3:T20:H512:S10240:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.0024414680600078655,0.4667690389269301,0.45906025635760356,0.48571506696418737,0.778767607621702,-0.5118781079476968,-0.7384840078757677,-0.7625093426987066,-0.6810826375568447,False,
TP-v3:135M:T20:mu0.9:raw:H512:S10240,TP-v3,two_parameter_master,135M,135000000,20,512,10240,0.9,raw,nesterov_raw,8.905810108684879,0.8905810108684876,0.0027297607173336846,0.0027090480201665446,0.0027536032517479843,0.004161565826079405,INTERIOR,5,10000,0,True,False,v3:T20:H512:S10240:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.02174325092884931,0.0977705325746411,0.09702867581766259,0.09862448921370222,0.778767607621702,-2.0750894512320364,-2.9937212606934596,-3.0047097882893543,-2.9811750488655595,False,-498.63189432881563
TP-v3:135M:T40:mu0.9:raw:H512:S20480,TP-v3,two_parameter_master,135M,135000000,40,512,20480,0.9,raw,nesterov_raw,9.86697205352709,0.9866972053527089,0.0028449780240488113,0.0026907142060222673,0.0030962942759560456,0.03581681607929086,INTERIOR,5,10000,0,True,False,v3:T40:H512:S20480:mu0.9,two_param_master_eta.csv,610f8e302d3a3ba7e888e268ad832d1be7e5015c0b93ab000208c57d0cf5d649,"source-reported paired training-seed bootstrap, equal-tailed 95%",,0.031350405899186334,0.9875756970034051,0.018760431546185972,0.09197119932484364,0.08698422640751356,0.1000956406746009,0.6064789866808292,-1.8861946037047432,-2.7212036009163567,-2.801631946048613,-2.599078515766762,False,-52.66226343316243
G4C:1.7B:T5:mu0:mu0:H512:S2560,G4C,v4_family_final_combined,1.7B,1711376384,5,512,2560,0.0,mu0,mu0,1.0,1.0,0.018325769055929243,0.016872617038490002,0.019466318807351182,0.036478659402852116,INTERIOR,5,10000,0,True,False,G4C:T5:mu0,g4c-readout.json,16bab85dce3a83f42c8b1c91be8d91eb1ec1372cfba572f2ffd9b491044b04aa,recomputed paired 5-seed bootstrap with canonical 0.5-bit near-bracket rule,Final G4/G4B/G4C combined-grid estimator; earlier cumulative fits are superseded.,0.005184091153193403,0.9875756970034051,0.0048699510840539,3.535001317374707,3.2546914280425914,3.755010903957566,0.9394030583459176,1.3252243217715671,1.9118945570852799,1.7927045747304113,1.999000901510926,False,36.32875614030797
G4C:1.7B:T5:mu0.9:raw:H512:S2560,G4C,v4_family_final_combined,1.7B,1711376384,5,512,2560,0.9,raw,nesterov_raw,4.68559,0.46855899999999995,0.003191644884294105,0.0030820435431727937,0.00328187529084652,0.016026347807882493,INTERIOR,5,10000,0,True,False,G4C:T5:mu0.9,g4c-readout.json,16bab85dce3a83f42c8b1c91be8d91eb1ec1372cfba572f2ffd9b491044b04aa,recomputed paired 5-seed bootstrap with canonical 0.5-bit near-bracket rule,Final G4/G4B/G4C combined-grid estimator; earlier cumulative fits are superseded.,0.005184091153193403,0.9875756970034051,0.002281859409993211,1.3139464036782644,1.2688253788696062,1.3510927412220777,0.9394030583459176,0.33554578031040627,0.48409023324504075,0.43367733743679915,0.5243105114238519,False,20.937133296543674
